query	hmm_score	hmm_evalue	hmm_profile	mmseq_pident	mmseq_evalue	mmseq_bits	mmseq_target	category
OLOCDDKI_59167				35.0	0.7354	22.0	DRAMP01387|len38	mmseq_only
OLOCDDKI_59206				64.2	1.443	21.0	DRAMP33333|len16	mmseq_only
OLOCDDKI_59266				38.2	1.457	22.0	DRAMP03773|len49	mmseq_only
OLOCDDKI_59331				36.0	0.6656	23.0	DRAMP00599|len58	mmseq_only
OLOCDDKI_59339				36.0	2.6	21.0	DRAMP00655|len75	mmseq_only
OLOCDDKI_59396				37.5	2.583	21.0	DRAMP18271|len64	mmseq_only
OLOCDDKI_59403				45.1	1.761	21.0	DRAMP03107|len40	mmseq_only
OLOCDDKI_59422				42.8	2.482	21.0	DRAMP03154|len41	mmseq_only
OLOCDDKI_59425				30.0	1.868	21.0	DRAMP03398|len50	mmseq_only
OLOCDDKI_59440				39.3	0.02421	26.0	DRAMP02489|len51	mmseq_only
OLOCDDKI_59444				43.7	0.2345	23.0	DRAMP29188|len85	mmseq_only
OLOCDDKI_59454	14.1	0.00076	clu_272_n5					hmm_only
OLOCDDKI_59490				35.1	3.346	21.0	DRAMP04528|len83	mmseq_only
OLOCDDKI_59503				40.0	4.637	19.0	DRAMP21012|len27	mmseq_only
OLOCDDKI_59530				50.0	0.2581	23.0	DRAMP01520|len33	mmseq_only
OLOCDDKI_59609				40.9	2.02	21.0	DRAMP00774|len30	mmseq_only
OLOCDDKI_59676				34.6	2.192	21.0	DRAMP00615|len55	mmseq_only
OLOCDDKI_59686				40.4	0.2398	24.0	DRAMP02545|len94	mmseq_only
OLOCDDKI_59725				34.6	0.8572	23.0	DRAMP00109|len36	mmseq_only
OLOCDDKI_59739				41.6	0.0541	26.0	DRAMP02863|len42	mmseq_only
OLOCDDKI_59770				31.2	0.9433	23.0	DRAMP03458|len86	mmseq_only
OLOCDDKI_59771				43.7	1.921	21.0	DRAMP02741|len42	mmseq_only
OLOCDDKI_59774				31.5	3.435	20.0	DRAMP02556|len95	mmseq_only
OLOCDDKI_59790				46.4	2.364	21.0	DRAMP01465|len46	mmseq_only
OLOCDDKI_59797				40.0	1.518	22.0	DRAMP01296|len54	mmseq_only
OLOCDDKI_59799				50.0	0.1743	25.0	DRAMP02908|len42	mmseq_only
OLOCDDKI_59836				34.2	9.104	19.0	DRAMP01868|len71	mmseq_only
OLOCDDKI_59882				32.5	4.696	19.0	DRAMP02346|len77	mmseq_only
OLOCDDKI_59969				41.1	3.3	20.0	DRAMP18428|len29	mmseq_only
OLOCDDKI_60055				39.1	4.193	21.0	DRAMP01488|len45	mmseq_only
OLOCDDKI_60081				31.9	0.4895	23.0	DRAMP02768|len56	mmseq_only
OLOCDDKI_60094				36.3	9.904	19.0	DRAMP18419|len55	mmseq_only
OLOCDDKI_60099				45.0	3.538	20.0	DRAMP03095|len34	mmseq_only
OLOCDDKI_60107				57.1	0.08016	24.0	DRAMP02900|len70	mmseq_only
OLOCDDKI_60187				45.0	1.449	21.0	DRAMP00465|len57	mmseq_only
OLOCDDKI_60253				33.3	9.073	19.0	DRAMP03426|len41	mmseq_only
OLOCDDKI_60351				37.9	1.031	22.0	DRAMP02530|len92	mmseq_only
OLOCDDKI_60432				39.3	0.7225	23.0	DRAMP00676|len75	mmseq_only
OLOCDDKI_60438				43.4	8.422	19.0	DRAMP00129|len32	mmseq_only
OLOCDDKI_60486				34.2	1.954	21.0	DRAMP04678|len60	mmseq_only
OLOCDDKI_60490				38.0	9.917	19.0	DRAMP00709|len59	mmseq_only
OLOCDDKI_60557				42.8	0.1542	23.0	DRAMP01379|len30	mmseq_only
OLOCDDKI_60601				41.6	1.776	22.0	DRAMP02429|len65	mmseq_only
OLOCDDKI_60611				33.3	5.24	21.0	DRAMP04447|len83	mmseq_only
OLOCDDKI_60639				36.0	8.671	19.0	DRAMP31531|len35	mmseq_only
OLOCDDKI_60744				52.1	4.151	20.0	DRAMP03089|len39	mmseq_only
OLOCDDKI_60829				31.8	5.934	20.0	DRAMP00113|len47	mmseq_only
OLOCDDKI_60879				37.5	3.244	21.0	DRAMP01493|len46	mmseq_only
OLOCDDKI_60946				32.0	0.2864	24.0	DRAMP01007|len91	mmseq_only
OLOCDDKI_60967				31.8	4.484	19.0	DRAMP00670|len70	mmseq_only
OLOCDDKI_61030				45.4	2.899	21.0	DRAMP02571|len50	mmseq_only
OLOCDDKI_61044				40.7	1.83	22.0	DRAMP00388|len31	mmseq_only
OLOCDDKI_61081				36.3	6.327	19.0	DRAMP02577|len62	mmseq_only
OLOCDDKI_61087				53.3	2.322	20.0	DRAMP35123|len20	mmseq_only
OLOCDDKI_61106				41.6	0.1225	24.0	DRAMP03445|len53	mmseq_only
OLOCDDKI_61108				30.0	4.193	21.0	DRAMP00387|len37	mmseq_only
OLOCDDKI_61154				50.0	1.405	21.0	DRAMP03478|len27	mmseq_only
OLOCDDKI_61171				37.1	0.02809	27.0	DRAMP00677|len74	mmseq_only
OLOCDDKI_61234				46.1	1.14	22.0	DRAMP03133|len35	mmseq_only
OLOCDDKI_61604				40.9	0.006025	28.0	DRAMP02541|len95	mmseq_only
OLOCDDKI_61613				38.7	3.634	21.0	DRAMP02821|len72	mmseq_only
OLOCDDKI_61682				33.3	4.611	20.0	DRAMP02798|len78	mmseq_only
OLOCDDKI_61922				33.3	0.4343	23.0	DRAMP02531|len85	mmseq_only
OLOCDDKI_61941				38.4	3.124	19.0	DRAMP02967|len32	mmseq_only
OLOCDDKI_61950				47.3	2.791	21.0	DRAMP01980|len29	mmseq_only
OLOCDDKI_62107				45.0	8.464	19.0	DRAMP18202|len46	mmseq_only
OLOCDDKI_62354				40.6	2.778	21.0	DRAMP35381|len34	mmseq_only
OLOCDDKI_62434				32.3	6.445	20.0	DRAMP01715|len68	mmseq_only
OLOCDDKI_62440				31.5	9.49	18.0	DRAMP18249|len21	mmseq_only
OLOCDDKI_62474				32.6	0.3849	23.0	DRAMP02549|len94	mmseq_only
OLOCDDKI_62477				46.1	5.809	19.0	DRAMP37246|len29	mmseq_only
OLOCDDKI_62600				31.4	9.055	20.0	DRAMP00683|len73	mmseq_only
OLOCDDKI_62854				36.0	1.419	22.0	DRAMP00689|len78	mmseq_only
OLOCDDKI_62888				40.0	2.513	21.0	DRAMP04486|len66	mmseq_only
OLOCDDKI_62988	12.8	0.0015	clu_296_n5	33.3	0.8243	22.0	DRAMP03699|len66	both
OLOCDDKI_63109				45.4	9.027	18.0	DRAMP30180|len15	mmseq_only
OLOCDDKI_63171				47.8	0.4343	23.0	DRAMP02484|len51	mmseq_only
OLOCDDKI_63227	12.8	0.0018	clu_062_n15					hmm_only
OLOCDDKI_63398				45.0	3.226	20.0	DRAMP03422|len31	mmseq_only
OLOCDDKI_63496				35.2	4.448	21.0	DRAMP02900|len70	mmseq_only
OLOCDDKI_63519				45.4	0.6342	21.0	DRAMP32871|len22	mmseq_only
OLOCDDKI_63551				53.8	0.674	21.0	DRAMP36220|len22	mmseq_only
OLOCDDKI_63552				38.0	2.583	21.0	DRAMP00672|len61	mmseq_only
OLOCDDKI_63592				33.3	9.104	19.0	DRAMP02558|len91	mmseq_only
OLOCDDKI_63666				34.3	0.9954	22.0	DRAMP01479|len46	mmseq_only
OLOCDDKI_63674				47.0	0.5693	22.0	DRAMP02817|len20	mmseq_only
OLOCDDKI_63831				37.5	1.753	21.0	DRAMP00293|len47	mmseq_only
OLOCDDKI_63872				54.1	2.513	21.0	DRAMP03151|len36	mmseq_only
OLOCDDKI_63996				66.6	1.108	21.0	DRAMP33926|len21	mmseq_only
OLOCDDKI_64016				42.8	3.943	21.0	DRAMP02405|len25	mmseq_only
OLOCDDKI_64040				31.3	0.06399	26.0	DRAMP00627|len58	mmseq_only
OLOCDDKI_64057				50.0	2.322	20.0	DRAMP02348|len20	mmseq_only
OLOCDDKI_64109				45.0	1.699	21.0	DRAMP20904|len25	mmseq_only
OLOCDDKI_64219				39.1	0.185	24.0	DRAMP03078|len55	mmseq_only
OLOCDDKI_64232				58.3	0.8819	21.0	DRAMP03518|len38	mmseq_only
OLOCDDKI_64244				40.9	0.9606	22.0	DRAMP02794|len44	mmseq_only
OLOCDDKI_64251				38.7	5.089	20.0	DRAMP02198|len71	mmseq_only
OLOCDDKI_64278				50.0	1.277	22.0	DRAMP04481|len76	mmseq_only
OLOCDDKI_64449				36.3	3.866	20.0	DRAMP03288|len42	mmseq_only
OLOCDDKI_64455				35.7	0.3401	23.0	DRAMP03054|len42	mmseq_only
OLOCDDKI_64460				37.8	6.526	19.0	DRAMP04689|len100	mmseq_only
OLOCDDKI_64529				41.3	4.193	21.0	DRAMP00614|len55	mmseq_only
OLOCDDKI_64617				37.5	9.62	19.0	DRAMP00598|len55	mmseq_only
OLOCDDKI_64666				42.3	2.05	22.0	DRAMP37352|len41	mmseq_only
OLOCDDKI_64928				47.8	7.522	19.0	DRAMP18194|len36	mmseq_only
OLOCDDKI_64976				33.3	9.326	19.0	DRAMP04477|len64	mmseq_only
OLOCDDKI_64980				41.1	2.787	20.0	DRAMP03636|len31	mmseq_only
OLOCDDKI_65010				40.0	1.058	22.0	DRAMP03414|len95	mmseq_only
OLOCDDKI_65172				42.3	0.1786	24.0	DRAMP02950|len80	mmseq_only
OLOCDDKI_65184				37.5	0.5834	23.0	DRAMP02603|len37	mmseq_only
OLOCDDKI_65367				47.8	0.9728	23.0	DRAMP01470|len37	mmseq_only
OLOCDDKI_65523				40.0	0.5105	23.0	DRAMP02966|len55	mmseq_only
OLOCDDKI_65557				37.9	1.884	22.0	DRAMP03701|len30	mmseq_only
OLOCDDKI_65603				37.9	0.3495	22.0	DRAMP00068|len51	mmseq_only
OLOCDDKI_65652				40.0	9.036	19.0	DRAMP18195|len30	mmseq_only
OLOCDDKI_65663				34.7	0.3411	24.0	DRAMP00071|len49	mmseq_only
OLOCDDKI_65705				47.0	4.484	19.0	DRAMP03118|len35	mmseq_only
OLOCDDKI_65728				53.8	2.519	20.0	DRAMP04655|len29	mmseq_only
OLOCDDKI_65776				42.1	0.08373	24.0	DRAMP00708|len56	mmseq_only
OLOCDDKI_65975				34.0	6.621	20.0	DRAMP04471|len72	mmseq_only
OLOCDDKI_66000				60.0	2.02	21.0	DRAMP01321|len57	mmseq_only
OLOCDDKI_66022				45.4	8.464	19.0	DRAMP03789|len66	mmseq_only
OLOCDDKI_66035				40.0	4.388	20.0	DRAMP02871|len63	mmseq_only
OLOCDDKI_66047				31.0	5.925	20.0	DRAMP01015|len45	mmseq_only
OLOCDDKI_66171	16.5	0.00014	clu_004_n62					hmm_only
OLOCDDKI_66440				30.4	6.526	19.0	DRAMP30765|len35	mmseq_only
OLOCDDKI_66442				56.2	0.8883	21.0	DRAMP03075|len36	mmseq_only
OLOCDDKI_66444				36.8	9.484	19.0	DRAMP03154|len41	mmseq_only
OLOCDDKI_66456				36.1	4.928	20.0	DRAMP03513|len39	mmseq_only
OLOCDDKI_66486				39.2	0.9606	22.0	DRAMP03442|len67	mmseq_only
OLOCDDKI_66508				38.0	2.689	21.0	DRAMP00171|len61	mmseq_only
OLOCDDKI_66550				44.0	7.55e-08	43.0	DRAMP04594|len80	mmseq_only
OLOCDDKI_66649				48.0	0.04821	25.0	DRAMP02023|len33	mmseq_only
OLOCDDKI_66718				41.6	8.422	19.0	DRAMP03216|len30	mmseq_only
OLOCDDKI_66887				40.9	6.327	19.0	DRAMP03764|len50	mmseq_only
OLOCDDKI_66945				38.0	5.136	19.0	DRAMP00172|len60	mmseq_only
OLOCDDKI_67014				33.3	5.329	20.0	DRAMP03643|len44	mmseq_only
OLOCDDKI_67094				30.9	3.038	20.0	DRAMP00253|len96	mmseq_only
OLOCDDKI_67140				36.1	0.7964	22.0	DRAMP00164|len70	mmseq_only
OLOCDDKI_67178				40.0	0.5056	23.0	DRAMP18255|len69	mmseq_only
OLOCDDKI_67200				61.5	8.554	18.0	DRAMP01938|len31	mmseq_only
OLOCDDKI_67211				36.8	7.132	19.0	DRAMP01661|len26	mmseq_only
OLOCDDKI_67257				61.5	9.015	18.0	DRAMP30303|len20	mmseq_only
OLOCDDKI_67454				37.5	2.213	20.0	DRAMP00705|len50	mmseq_only
OLOCDDKI_67489				40.0	5.598	19.0	DRAMP31158|len25	mmseq_only
OLOCDDKI_67492				36.3	4.942	20.0	DRAMP00516|len52	mmseq_only
OLOCDDKI_67514				46.1	1.295	22.0	DRAMP03143|len81	mmseq_only
OLOCDDKI_67592	10.2	0.0093	clu_001_n71					hmm_only
OLOCDDKI_67650				44.4	5.329	20.0	DRAMP31484|len18	mmseq_only
OLOCDDKI_67679				41.1	7.444	19.0	DRAMP03323|len40	mmseq_only
OLOCDDKI_67721				40.9	2.006	20.0	DRAMP03412|len71	mmseq_only
OLOCDDKI_67792				33.3	9.81	19.0	DRAMP31149|len61	mmseq_only
OLOCDDKI_67801				40.0	3.244	21.0	DRAMP03415|len96	mmseq_only
OLOCDDKI_67809				40.9	0.5244	23.0	DRAMP00671|len60	mmseq_only
OLOCDDKI_67902				41.1	0.4691	23.0	DRAMP18384|len32	mmseq_only
OLOCDDKI_67922				40.0	2.02	21.0	DRAMP01043|len47	mmseq_only
OLOCDDKI_67989				50.0	0.1775	23.0	DRAMP03058|len40	mmseq_only
OLOCDDKI_68016				45.0	5.139	19.0	DRAMP03478|len27	mmseq_only
OLOCDDKI_68032				42.8	0.5113	22.0	DRAMP02793|len44	mmseq_only
OLOCDDKI_68087				34.3	0.5329	23.0	DRAMP00398|len50	mmseq_only
OLOCDDKI_68204				38.4	3.34	21.0	DRAMP00954|len46	mmseq_only
OLOCDDKI_68295	5.3	0.27	clu_235_n6					hmm_only
OLOCDDKI_68332				33.3	5.528	20.0	DRAMP00714|len47	mmseq_only
OLOCDDKI_68377				33.3	0.6558	22.0	DRAMP04428|len35	mmseq_only
OLOCDDKI_68446				35.7	1.064	23.0	DRAMP18286|len71	mmseq_only
OLOCDDKI_68517				42.8	2.02	21.0	DRAMP00465|len57	mmseq_only
OLOCDDKI_68559				41.6	0.1652	25.0	DRAMP02427|len37	mmseq_only
OLOCDDKI_68599				32.2	0.3884	24.0	DRAMP02414|len37	mmseq_only
OLOCDDKI_68608				46.4	4.942	20.0	DRAMP30350|len33	mmseq_only
OLOCDDKI_68689				40.0	4.076	19.0	DRAMP00768|len32	mmseq_only
OLOCDDKI_68693				44.0	0.02394	26.0	DRAMP04471|len72	mmseq_only
OLOCDDKI_68775				42.1	2.548	20.0	DRAMP00584|len55	mmseq_only
OLOCDDKI_68871	9.5	0.015	clu_037_n22					hmm_only
OLOCDDKI_68885				55.5	2.548	20.0	DRAMP29208|len27	mmseq_only
OLOCDDKI_68905				45.8	0.1453	25.0	DRAMP04419|len40	mmseq_only
OLOCDDKI_68922				37.5	0.2652	24.0	DRAMP01022|len44	mmseq_only
OLOCDDKI_68927				35.0	0.1652	25.0	DRAMP02543|len88	mmseq_only
OLOCDDKI_68995				38.4	2.673	19.0	DRAMP03904|len15	mmseq_only
OLOCDDKI_69049				47.3	8.278	19.0	DRAMP02576|len61	mmseq_only
OLOCDDKI_69068				38.4	0.3668	23.0	DRAMP02952|len80	mmseq_only
OLOCDDKI_69083				41.3	4.302	20.0	DRAMP29191|len64	mmseq_only
OLOCDDKI_69179				35.8	0.3077	24.0	DRAMP04593|len89	mmseq_only
OLOCDDKI_69206				58.3	4.166	19.0	DRAMP31741|len22	mmseq_only
OLOCDDKI_69235				34.4	3.714	20.0	DRAMP00537|len60	mmseq_only
OLOCDDKI_69236				45.0	5.934	20.0	DRAMP00090|len48	mmseq_only
OLOCDDKI_69303				41.6	0.2243	23.0	DRAMP03143|len81	mmseq_only
OLOCDDKI_69314				44.4	4.036	20.0	DRAMP00317|len46	mmseq_only
OLOCDDKI_69375				47.0	2.006	20.0	DRAMP01637|len51	mmseq_only
OLOCDDKI_69376				36.8	3.734	21.0	DRAMP01071|len93	mmseq_only
OLOCDDKI_69383				38.0	2.6	21.0	DRAMP02867|len40	mmseq_only
OLOCDDKI_69399				30.7	2.155	21.0	DRAMP00171|len61	mmseq_only
OLOCDDKI_69458				50.0	7.764	19.0	DRAMP02913|len34	mmseq_only
OLOCDDKI_69474				47.8	1.371	22.0	DRAMP20955|len42	mmseq_only
OLOCDDKI_69535				34.7	3.7	21.0	DRAMP02209|len66	mmseq_only
OLOCDDKI_69554				36.8	8.107	18.0	DRAMP36098|len39	mmseq_only
OLOCDDKI_69561				41.6	9.62	19.0	DRAMP00489|len48	mmseq_only
OLOCDDKI_69624				35.7	0.1378	23.0	DRAMP01080|len92	mmseq_only
OLOCDDKI_69631				37.5	3.634	21.0	DRAMP03740|len37	mmseq_only
OLOCDDKI_69686				32.2	0.2654	23.0	DRAMP02688|len57	mmseq_only
OLOCDDKI_69863				38.4	6.579	19.0	DRAMP03311|len42	mmseq_only
OLOCDDKI_69875				35.7	0.603	23.0	DRAMP04527|len88	mmseq_only
OLOCDDKI_69889				42.8	2.343	21.0	DRAMP01686|len30	mmseq_only
OLOCDDKI_69926				38.8	9.454	19.0	DRAMP02789|len43	mmseq_only
OLOCDDKI_69939				33.3	5.418	20.0	DRAMP01461|len46	mmseq_only
OLOCDDKI_70147				42.1	2.666	20.0	DRAMP03061|len46	mmseq_only
OLOCDDKI_70159				45.8	0.2784	23.0	DRAMP03521|len37	mmseq_only
OLOCDDKI_70171				42.8	0.0878	26.0	DRAMP02524|len93	mmseq_only
OLOCDDKI_70480				34.0	0.9366	21.0	DRAMP31100|len56	mmseq_only
OLOCDDKI_70485				47.6	0.3849	23.0	DRAMP00256|len34	mmseq_only
OLOCDDKI_70500				48.1	3.329	19.0	DRAMP31156|len41	mmseq_only
OLOCDDKI_70517				34.7	0.03503	26.0	DRAMP02951|len80	mmseq_only
OLOCDDKI_70549				43.7	7.444	19.0	DRAMP03372|len46	mmseq_only
OLOCDDKI_70690				37.5	4.151	20.0	DRAMP04514|len74	mmseq_only
OLOCDDKI_70722				39.1	0.1281	24.0	DRAMP01472|len46	mmseq_only
OLOCDDKI_70797				32.2	9.104	19.0	DRAMP00171|len61	mmseq_only
OLOCDDKI_70848				41.6	7.632	19.0	DRAMP00334|len55	mmseq_only
OLOCDDKI_70931				38.7	1.671	22.0	DRAMP02582|len62	mmseq_only
OLOCDDKI_70941				40.0	1.794	21.0	DRAMP00148|len35	mmseq_only
OLOCDDKI_70990				53.3	2.213	20.0	DRAMP31230|len45	mmseq_only
OLOCDDKI_70995				48.0	1.888	21.0	DRAMP03227|len26	mmseq_only
OLOCDDKI_71011				61.5	5.498	19.0	DRAMP36624|len28	mmseq_only
OLOCDDKI_71024				34.2	0.002152	30.0	DRAMP02467|len88	mmseq_only
OLOCDDKI_71063				38.7	4.455	20.0	DRAMP00235|len87	mmseq_only
OLOCDDKI_71093				42.8	0.5828	23.0	DRAMP30120|len29	mmseq_only
OLOCDDKI_71316				38.4	1.419	22.0	DRAMP00064|len48	mmseq_only
OLOCDDKI_71337				37.5	9.073	19.0	DRAMP02830|len60	mmseq_only
OLOCDDKI_71350				31.2	8.353	20.0	DRAMP03614|len61	mmseq_only
OLOCDDKI_71352				46.6	0.3903	22.0	DRAMP31002|len15	mmseq_only
OLOCDDKI_71410				35.4	5.949	19.0	DRAMP00656|len68	mmseq_only
OLOCDDKI_71437				36.8	7.444	19.0	DRAMP18328|len61	mmseq_only
OLOCDDKI_71558				30.7	8.422	19.0	DRAMP04428|len35	mmseq_only
OLOCDDKI_71591				31.4	8.278	19.0	DRAMP04481|len76	mmseq_only
OLOCDDKI_71592				38.7	0.1055	25.0	DRAMP00130|len39	mmseq_only
OLOCDDKI_71803				40.7	0.9142	23.0	DRAMP00195|len88	mmseq_only
OLOCDDKI_71855				36.3	0.674	21.0	DRAMP02201|len71	mmseq_only
OLOCDDKI_71895				40.9	0.6444	23.0	DRAMP00588|len61	mmseq_only
OLOCDDKI_71914				43.4	7.219	20.0	DRAMP00501|len54	mmseq_only
OLOCDDKI_71921				38.7	3.7	20.0	DRAMP02786|len71	mmseq_only
OLOCDDKI_72091				50.0	4.913	19.0	DRAMP29950|len20	mmseq_only
OLOCDDKI_72156				47.0	0.2365	22.0	DRAMP01165|len19	mmseq_only
OLOCDDKI_72162				33.3	0.1771	24.0	DRAMP20765|len68	mmseq_only
OLOCDDKI_72227				44.4	1.244	21.0	DRAMP03701|len30	mmseq_only
OLOCDDKI_72248				50.0	0.339	23.0	DRAMP03478|len27	mmseq_only
OLOCDDKI_72277				34.6	1.302	21.0	DRAMP30481|len36	mmseq_only
OLOCDDKI_72279				36.5	0.5951	22.0	DRAMP00123|len43	mmseq_only
OLOCDDKI_72302				39.1	6.352	20.0	DRAMP00418|len51	mmseq_only
OLOCDDKI_72364				36.8	9.49	18.0	DRAMP36054|len43	mmseq_only
OLOCDDKI_72416				50.0	6.526	19.0	DRAMP02383|len42	mmseq_only
OLOCDDKI_72477				41.1	5.136	19.0	DRAMP29982|len36	mmseq_only
OLOCDDKI_72572				50.0	0.2967	23.0	DRAMP03148|len57	mmseq_only
OLOCDDKI_72671				38.4	1.515	21.0	DRAMP00718|len74	mmseq_only
OLOCDDKI_72711				36.0	0.802	23.0	DRAMP32906|len27	mmseq_only
OLOCDDKI_72727				30.5	0.7535	23.0	DRAMP04471|len72	mmseq_only
OLOCDDKI_72750				40.7	4.768	20.0	DRAMP34365|len45	mmseq_only
OLOCDDKI_72788				37.9	2.899	21.0	DRAMP00282|len55	mmseq_only
OLOCDDKI_72793				42.8	7.996	18.0	DRAMP03377|len51	mmseq_only
OLOCDDKI_72858				39.2	4.768	20.0	DRAMP03519|len38	mmseq_only
OLOCDDKI_73098				40.7	0.3272	23.0	DRAMP00684|len71	mmseq_only
OLOCDDKI_73144				45.0	1.868	21.0	DRAMP31801|len30	mmseq_only
OLOCDDKI_73149				38.4	6.141	20.0	DRAMP00566|len55	mmseq_only
OLOCDDKI_73208				32.1	5.418	20.0	DRAMP00565|len60	mmseq_only
OLOCDDKI_73252				30.0	7.157	20.0	DRAMP00225|len48	mmseq_only
OLOCDDKI_73299				39.2	1.419	22.0	DRAMP00198|len60	mmseq_only
OLOCDDKI_73317				32.0	1.142	21.0	DRAMP01461|len46	mmseq_only
OLOCDDKI_73355				30.3	1.721	21.0	DRAMP04708|len42	mmseq_only
OLOCDDKI_73458				42.8	0.1867	25.0	DRAMP02626|len88	mmseq_only
OLOCDDKI_73580				36.8	5.949	19.0	DRAMP01501|len46	mmseq_only
OLOCDDKI_73616	11.5	0.0044	clu_062_n15					hmm_only
OLOCDDKI_73734				42.8	1.277	22.0	DRAMP01494|len46	mmseq_only
OLOCDDKI_73746	11.8	0.0034	clu_046_n18					hmm_only
OLOCDDKI_73798				44.8	1.994	22.0	DRAMP00682|len73	mmseq_only
OLOCDDKI_73827				43.7	7.895	19.0	DRAMP21048|len19	mmseq_only
OLOCDDKI_73835				66.6	0.09246	24.0	DRAMP01601|len22	mmseq_only
OLOCDDKI_73871				57.8	6.806	19.0	DRAMP00448|len46	mmseq_only
OLOCDDKI_73872				36.8	2.266	20.0	DRAMP36087|len42	mmseq_only
OLOCDDKI_73884				37.0	0.3145	23.0	DRAMP03654|len42	mmseq_only
OLOCDDKI_73904				34.2	3.437	21.0	DRAMP03433|len45	mmseq_only
OLOCDDKI_73960				40.0	5.836	19.0	DRAMP02827|len29	mmseq_only
OLOCDDKI_74065				42.1	2.931	20.0	DRAMP01667|len30	mmseq_only
OLOCDDKI_74274				44.0	1.457	22.0	DRAMP33672|len28	mmseq_only
OLOCDDKI_74302				33.3	0.3401	23.0	DRAMP04591|len77	mmseq_only
OLOCDDKI_74405				35.7	0.2465	24.0	DRAMP03652|len38	mmseq_only
OLOCDDKI_74406				35.2	2.689	21.0	DRAMP02408|len44	mmseq_only
OLOCDDKI_74451				50.0	1.753	21.0	DRAMP21402|len25	mmseq_only
OLOCDDKI_74466				39.1	2.961	21.0	DRAMP03119|len43	mmseq_only
OLOCDDKI_74532				34.2	3.038	20.0	DRAMP29190|len56	mmseq_only
OLOCDDKI_74595	13.9	0.00084	clu_153_n7					hmm_only
OLOCDDKI_74920				44.4	9.454	19.0	DRAMP03367|len51	mmseq_only
OLOCDDKI_74981				75.0	2.828	19.0	DRAMP04227|len18	mmseq_only
OLOCDDKI_75143				40.0	2.26	21.0	DRAMP03483|len54	mmseq_only
OLOCDDKI_75237				34.4	1.255	22.0	DRAMP02458|len49	mmseq_only
OLOCDDKI_75268				31.4	2.433	20.0	DRAMP03458|len86	mmseq_only
OLOCDDKI_75323	13.0	0.0012	clu_094_n12					hmm_only
OLOCDDKI_75330				38.2	2.655	21.0	DRAMP00170|len60	mmseq_only
OLOCDDKI_75444				30.3	9.917	19.0	DRAMP00197|len74	mmseq_only
OLOCDDKI_75472				35.4	3.943	21.0	DRAMP03148|len57	mmseq_only
OLOCDDKI_75478				57.1	0.8243	22.0	DRAMP32278|len62	mmseq_only
OLOCDDKI_75483				50.0	0.2343	23.0	DRAMP02779|len43	mmseq_only
OLOCDDKI_75494				34.2	5.598	19.0	DRAMP00279|len98	mmseq_only
OLOCDDKI_75535				45.7	1.375	22.0	DRAMP04515|len74	mmseq_only
OLOCDDKI_75541				36.0	9.326	19.0	DRAMP02781|len74	mmseq_only
OLOCDDKI_75555				41.6	2.433	20.0	DRAMP03653|len41	mmseq_only
OLOCDDKI_75597				40.0	9.036	19.0	DRAMP02209|len66	mmseq_only
OLOCDDKI_75617				44.4	0.6969	23.0	DRAMP03126|len45	mmseq_only
OLOCDDKI_75656				34.3	1.888	21.0	DRAMP02875|len76	mmseq_only
OLOCDDKI_75660				31.4	0.5664	23.0	DRAMP03522|len76	mmseq_only
OLOCDDKI_75668				40.4	1.064	23.0	DRAMP02541|len95	mmseq_only
OLOCDDKI_75738	12.8	0.0015	clu_063_n15					hmm_only
OLOCDDKI_75830				43.7	5.402	19.0	DRAMP31472|len24	mmseq_only
OLOCDDKI_75896				54.5	0.03038	27.0	DRAMP01686|len30	mmseq_only
OLOCDDKI_76192				33.3	0.5435	23.0	DRAMP00481|len58	mmseq_only
OLOCDDKI_76238				47.3	2.548	20.0	DRAMP02869|len38	mmseq_only
OLOCDDKI_76258				33.3	1.093	21.0	DRAMP02558|len91	mmseq_only
OLOCDDKI_76259				31.2	0.1011	25.0	DRAMP02383|len42	mmseq_only
OLOCDDKI_76358				33.3	6.445	20.0	DRAMP20789|len38	mmseq_only
OLOCDDKI_76367				39.1	8.748	19.0	DRAMP01882|len72	mmseq_only
OLOCDDKI_76468				33.3	5.089	20.0	DRAMP01715|len68	mmseq_only
OLOCDDKI_76527				42.3	0.08342	23.0	DRAMP29981|len33	mmseq_only
OLOCDDKI_76549				47.3	0.237	24.0	DRAMP00500|len53	mmseq_only
OLOCDDKI_76566				38.4	7.157	20.0	DRAMP03188|len37	mmseq_only
OLOCDDKI_76573				47.6	5.729	20.0	DRAMP03641|len47	mmseq_only
OLOCDDKI_76583				39.2	5.105	21.0	DRAMP03534|len37	mmseq_only
OLOCDDKI_76673				30.3	4.388	20.0	DRAMP02545|len94	mmseq_only
OLOCDDKI_76691				50.0	1.868	21.0	DRAMP03292|len35	mmseq_only
OLOCDDKI_76759				31.2	9.571	18.0	DRAMP03110|len34	mmseq_only
OLOCDDKI_76823				44.0	0.9366	21.0	DRAMP32831|len28	mmseq_only
OLOCDDKI_76955	13.1	0.00085	clu_013_n31					hmm_only
OLOCDDKI_77074				45.8	0.01483	26.0	DRAMP02685|len41	mmseq_only
OLOCDDKI_77087				37.9	0.1095	25.0	DRAMP30586|len35	mmseq_only
OLOCDDKI_77138				42.1	5.949	19.0	DRAMP32476|len32	mmseq_only
OLOCDDKI_77141				37.8	1.578	21.0	DRAMP03159|len67	mmseq_only
