DRAMP30077|len5	DRAMP30077|len5
DRAMP30079|len12	DRAMP30079|len12
DRAMP30082|len11	DRAMP30082|len11
DRAMP30084|len20	DRAMP30084|len20
DRAMP30085|len20	DRAMP30085|len20
DRAMP30086|len15	DRAMP30086|len15
DRAMP30087|len20	DRAMP30087|len20
DRAMP30088|len20	DRAMP30088|len20
DRAMP30089|len20	DRAMP30089|len20
DRAMP30090|len20	DRAMP30090|len20
DRAMP30092|len20	DRAMP30092|len20
DRAMP30093|len20	DRAMP30093|len20
DRAMP30094|len20	DRAMP30094|len20
DRAMP30095|len20	DRAMP30095|len20
DRAMP30096|len20	DRAMP30096|len20
DRAMP30097|len20	DRAMP30097|len20
DRAMP30098|len20	DRAMP30098|len20
DRAMP30099|len20	DRAMP30099|len20
DRAMP30100|len20	DRAMP30100|len20
DRAMP30101|len14	DRAMP30101|len14
DRAMP30102|len19	DRAMP30102|len19
DRAMP30103|len20	DRAMP30103|len20
DRAMP30104|len15	DRAMP30104|len15
DRAMP30106|len14	DRAMP30106|len14
DRAMP30107|len6	DRAMP30107|len6
DRAMP30108|len14	DRAMP30108|len14
DRAMP30109|len14	DRAMP30109|len14
DRAMP30112|len15	DRAMP30112|len15
DRAMP30113|len15	DRAMP30113|len15
DRAMP30114|len15	DRAMP30114|len15
DRAMP30117|len15	DRAMP30117|len15
DRAMP30118|len15	DRAMP30118|len15
DRAMP30120|len29	DRAMP30120|len29
DRAMP30120|len29	DRAMP30119|len33
DRAMP30121|len7	DRAMP30121|len7
DRAMP30122|len11	DRAMP30122|len11
DRAMP30123|len10	DRAMP30123|len10
DRAMP30125|len12	DRAMP30125|len12
DRAMP30126|len12	DRAMP30126|len12
DRAMP30127|len12	DRAMP30127|len12
DRAMP30128|len12	DRAMP30128|len12
DRAMP30129|len12	DRAMP30129|len12
DRAMP30130|len12	DRAMP30130|len12
DRAMP30131|len12	DRAMP30131|len12
DRAMP30132|len12	DRAMP30132|len12
DRAMP30133|len12	DRAMP30133|len12
DRAMP30134|len12	DRAMP30134|len12
DRAMP30135|len12	DRAMP30135|len12
DRAMP30135|len12	DRAMP30124|len12
DRAMP30136|len9	DRAMP30136|len9
DRAMP30137|len8	DRAMP30137|len8
DRAMP30138|len11	DRAMP30138|len11
DRAMP30139|len12	DRAMP30139|len12
DRAMP30140|len33	DRAMP30140|len33
DRAMP30141|len18	DRAMP30141|len18
DRAMP30141|len18	DRAMP30185|len20
DRAMP30142|len18	DRAMP30142|len18
DRAMP30144|len18	DRAMP30144|len18
DRAMP30144|len18	DRAMP30143|len18
DRAMP30145|len18	DRAMP30145|len18
DRAMP30146|len18	DRAMP30146|len18
DRAMP30147|len18	DRAMP30147|len18
DRAMP30148|len18	DRAMP30148|len18
DRAMP30150|len18	DRAMP30150|len18
DRAMP30150|len18	DRAMP30149|len18
DRAMP30151|len18	DRAMP30151|len18
DRAMP30152|len18	DRAMP30152|len18
DRAMP30153|len18	DRAMP30153|len18
DRAMP30154|len18	DRAMP30154|len18
DRAMP30156|len12	DRAMP30156|len12
DRAMP33915|len12	DRAMP33915|len12
DRAMP33915|len12	DRAMP33914|len14
DRAMP33915|len12	DRAMP33911|len16
DRAMP33915|len12	DRAMP33912|len14
DRAMP33915|len12	DRAMP33913|len14
DRAMP33927|len21	DRAMP33927|len21
DRAMP33927|len21	DRAMP33924|len21
DRAMP33930|len25	DRAMP33930|len25
DRAMP33936|len23	DRAMP33936|len23
DRAMP33936|len23	DRAMP33933|len23
DRAMP33936|len23	DRAMP33935|len23
DRAMP33936|len23	DRAMP33932|len23
DRAMP33936|len23	DRAMP33894|len23
DRAMP33936|len23	DRAMP33891|len23
DRAMP33936|len23	DRAMP33893|len23
DRAMP33936|len23	DRAMP33890|len23
DRAMP33936|len23	DRAMP33926|len21
DRAMP33936|len23	DRAMP33939|len23
DRAMP33936|len23	DRAMP33940|len23
DRAMP33936|len23	DRAMP33931|len23
DRAMP33936|len23	DRAMP33934|len23
DRAMP33936|len23	DRAMP33942|len23
DRAMP33936|len23	DRAMP33944|len23
DRAMP33936|len23	DRAMP33941|len23
DRAMP33936|len23	DRAMP33892|len23
DRAMP33936|len23	DRAMP33895|len23
DRAMP33936|len23	DRAMP33938|len23
DRAMP33936|len23	DRAMP33943|len23
DRAMP33936|len23	DRAMP33945|len23
DRAMP33936|len23	DRAMP33946|len23
DRAMP33936|len23	DRAMP33947|len23
DRAMP33936|len23	DRAMP33929|len21
DRAMP33937|len20	DRAMP33937|len20
DRAMP34308|len9	DRAMP34308|len9
DRAMP34309|len9	DRAMP34309|len9
DRAMP34311|len9	DRAMP34311|len9
DRAMP34312|len11	DRAMP34312|len11
DRAMP34324|len27	DRAMP34324|len27
DRAMP34324|len27	DRAMP33197|len31
DRAMP34344|len87	DRAMP34344|len87
DRAMP34353|len28	DRAMP34353|len28
DRAMP34359|len17	DRAMP34359|len17
DRAMP34359|len17	DRAMP32157|len17
DRAMP34360|len48	DRAMP34360|len48
DRAMP34362|len47	DRAMP34362|len47
DRAMP34363|len47	DRAMP34363|len47
DRAMP34365|len45	DRAMP34365|len45
DRAMP34365|len45	DRAMP34354|len45
DRAMP34365|len45	DRAMP34364|len45
DRAMP34365|len45	DRAMP34361|len45
DRAMP34365|len45	DRAMP34345|len45
DRAMP34366|len17	DRAMP34366|len17
DRAMP34366|len17	DRAMP01833|len16
DRAMP34366|len17	DRAMP03563|len17
DRAMP34366|len17	DRAMP04347|len21
DRAMP34366|len17	DRAMP04348|len21
DRAMP34366|len17	DRAMP34330|len17
DRAMP34366|len17	DRAMP36346|len21
DRAMP34366|len17	DRAMP34367|len20
DRAMP34366|len17	DRAMP35674|len21
DRAMP34366|len17	DRAMP01163|len21
DRAMP34368|len22	DRAMP34368|len22
DRAMP34369|len2	DRAMP34369|len2
DRAMP34370|len2	DRAMP34370|len2
DRAMP34373|len3	DRAMP34373|len3
DRAMP34374|len8	DRAMP34374|len8
DRAMP34377|len9	DRAMP34377|len9
DRAMP34379|len8	DRAMP34379|len8
DRAMP34383|len19	DRAMP34383|len19
DRAMP34383|len19	DRAMP34382|len22
DRAMP34389|len26	DRAMP34389|len26
DRAMP34392|len30	DRAMP34392|len30
DRAMP34393|len20	DRAMP34393|len20
DRAMP34394|len18	DRAMP34394|len18
DRAMP34403|len8	DRAMP34403|len8
DRAMP34405|len8	DRAMP34405|len8
DRAMP34410|len9	DRAMP34410|len9
DRAMP34411|len29	DRAMP34411|len29
DRAMP34411|len29	DRAMP31930|len29
DRAMP34413|len5	DRAMP34413|len5
DRAMP34416|len25	DRAMP34416|len25
DRAMP34417|len22	DRAMP34417|len22
DRAMP34434|len20	DRAMP34434|len20
DRAMP34435|len25	DRAMP34435|len25
DRAMP34438|len24	DRAMP34438|len24
DRAMP34439|len8	DRAMP34439|len8
DRAMP34441|len8	DRAMP34441|len8
DRAMP34441|len8	DRAMP34440|len8
DRAMP34443|len8	DRAMP34443|len8
DRAMP34444|len8	DRAMP34444|len8
DRAMP34445|len5	DRAMP34445|len5
DRAMP34446|len12	DRAMP34446|len12
DRAMP34447|len12	DRAMP34447|len12
DRAMP34448|len24	DRAMP34448|len24
DRAMP34451|len24	DRAMP34451|len24
DRAMP34451|len24	DRAMP34450|len27
DRAMP34454|len19	DRAMP34454|len19
DRAMP34455|len16	DRAMP34455|len16
DRAMP34456|len22	DRAMP34456|len22
DRAMP34457|len5	DRAMP34457|len5
DRAMP34467|len11	DRAMP34467|len11
DRAMP34478|len11	DRAMP34478|len11
DRAMP34483|len9	DRAMP34483|len9
DRAMP34485|len5	DRAMP34485|len5
DRAMP34486|len15	DRAMP34486|len15
DRAMP03573|len25	DRAMP03573|len25
DRAMP03573|len25	DRAMP03567|len20
DRAMP03573|len25	DRAMP37331|len21
DRAMP03573|len25	DRAMP37332|len29
DRAMP03600|len50	DRAMP03600|len50
DRAMP03600|len50	DRAMP02706|len50
DRAMP03600|len50	DRAMP02730|len50
DRAMP03603|len37	DRAMP03603|len37
DRAMP03638|len74	DRAMP03638|len74
DRAMP03647|len40	DRAMP03647|len40
DRAMP03659|len82	DRAMP03659|len82
DRAMP03676|len41	DRAMP03676|len41
DRAMP03676|len41	DRAMP03635|len48
DRAMP03676|len41	DRAMP31474|len49
DRAMP03682|len13	DRAMP03682|len13
DRAMP03683|len13	DRAMP03683|len13
DRAMP03684|len13	DRAMP03684|len13
DRAMP03691|len56	DRAMP03691|len56
DRAMP03693|len61	DRAMP03693|len61
DRAMP03694|len64	DRAMP03694|len64
DRAMP03706|len18	DRAMP03706|len18
DRAMP03706|len18	DRAMP18191|len18
DRAMP03706|len18	DRAMP04335|len18
DRAMP03706|len18	DRAMP03752|len18
DRAMP03706|len18	DRAMP18192|len18
DRAMP03706|len18	DRAMP03747|len18
DRAMP03706|len18	DRAMP35706|len18
DRAMP01392|len12	DRAMP01392|len12
DRAMP01393|len23	DRAMP01393|len23
DRAMP01393|len23	DRAMP01394|len23
DRAMP03715|len13	DRAMP03715|len13
DRAMP03735|len44	DRAMP03735|len44
DRAMP03735|len44	DRAMP03736|len44
DRAMP03735|len44	DRAMP03737|len44
DRAMP03735|len44	DRAMP18442|len43
DRAMP03735|len44	DRAMP03723|len44
DRAMP03735|len44	DRAMP03695|len43
DRAMP03738|len75	DRAMP03738|len75
DRAMP03738|len75	DRAMP03729|len76
DRAMP03738|len75	DRAMP03730|len76
DRAMP03738|len75	DRAMP03731|len76
DRAMP03738|len75	DRAMP03732|len76
DRAMP03738|len75	DRAMP03766|len76
DRAMP03738|len75	DRAMP03727|len76
DRAMP03746|len13	DRAMP03746|len13
DRAMP03748|len47	DRAMP03748|len47
DRAMP03748|len47	DRAMP03734|len45
DRAMP03748|len47	DRAMP03773|len49
DRAMP03750|len13	DRAMP03750|len13
DRAMP03751|len18	DRAMP03751|len18
DRAMP03774|len14	DRAMP03774|len14
DRAMP03774|len14	DRAMP03753|len14
DRAMP03774|len14	DRAMP03754|len14
DRAMP03774|len14	DRAMP03775|len13
DRAMP03816|len23	DRAMP03816|len23
DRAMP03816|len23	DRAMP03815|len23
DRAMP03823|len13	DRAMP03823|len13
DRAMP03823|len13	DRAMP31544|len16
DRAMP03824|len9	DRAMP03824|len9
DRAMP03825|len16	DRAMP03825|len16
DRAMP03826|len18	DRAMP03826|len18
DRAMP03826|len18	DRAMP03827|len18
DRAMP03826|len18	DRAMP03828|len18
DRAMP03835|len20	DRAMP03835|len20
DRAMP03852|len12	DRAMP03852|len12
DRAMP03853|len12	DRAMP03853|len12
DRAMP03854|len12	DRAMP03854|len12
DRAMP03855|len12	DRAMP03855|len12
DRAMP03856|len12	DRAMP03856|len12
DRAMP03857|len12	DRAMP03857|len12
DRAMP03858|len12	DRAMP03858|len12
DRAMP03859|len12	DRAMP03859|len12
DRAMP03860|len12	DRAMP03860|len12
DRAMP03861|len12	DRAMP03861|len12
DRAMP03862|len12	DRAMP03862|len12
DRAMP03863|len12	DRAMP03863|len12
DRAMP03863|len12	DRAMP29861|len14
DRAMP03864|len12	DRAMP03864|len12
DRAMP03865|len12	DRAMP03865|len12
DRAMP03867|len8	DRAMP03867|len8
DRAMP03867|len8	DRAMP03866|len8
DRAMP03868|len8	DRAMP03868|len8
DRAMP03869|len8	DRAMP03869|len8
DRAMP03871|len10	DRAMP03871|len10
DRAMP03877|len10	DRAMP03877|len10
DRAMP03877|len10	DRAMP03876|len10
DRAMP03878|len10	DRAMP03878|len10
DRAMP03879|len10	DRAMP03879|len10
DRAMP00623|len100	DRAMP00623|len100
DRAMP00624|len55	DRAMP00624|len55
DRAMP00627|len58	DRAMP00627|len58
DRAMP00627|len58	DRAMP00625|len55
DRAMP00627|len58	DRAMP00626|len52
DRAMP00627|len58	DRAMP00628|len62
DRAMP00629|len58	DRAMP00629|len58
DRAMP00630|len63	DRAMP00630|len63
DRAMP00631|len54	DRAMP00631|len54
DRAMP00634|len56	DRAMP00634|len56
DRAMP00638|len60	DRAMP00638|len60
DRAMP00639|len56	DRAMP00639|len56
DRAMP00640|len49	DRAMP00640|len49
DRAMP00641|len52	DRAMP00641|len52
DRAMP00642|len51	DRAMP00642|len51
DRAMP00643|len57	DRAMP00643|len57
DRAMP00644|len51	DRAMP00644|len51
DRAMP00644|len51	DRAMP00646|len53
DRAMP18327|len76	DRAMP18327|len76
DRAMP00648|len74	DRAMP00648|len74
DRAMP00648|len74	DRAMP00647|len74
DRAMP00649|len67	DRAMP00649|len67
DRAMP00652|len71	DRAMP00652|len71
DRAMP00652|len71	DRAMP00650|len71
DRAMP00652|len71	DRAMP00651|len71
DRAMP00652|len71	DRAMP00653|len71
DRAMP00652|len71	DRAMP00654|len71
DRAMP00652|len71	DRAMP00655|len75
DRAMP00656|len68	DRAMP00656|len68
DRAMP00657|len82	DRAMP00657|len82
DRAMP00657|len82	DRAMP00658|len72
DRAMP00657|len82	DRAMP00659|len72
DRAMP00660|len80	DRAMP00660|len80
DRAMP00661|len53	DRAMP00661|len53
DRAMP00663|len65	DRAMP00663|len65
DRAMP00663|len65	DRAMP00662|len66
DRAMP00664|len71	DRAMP00664|len71
DRAMP00665|len61	DRAMP00665|len61
DRAMP00666|len74	DRAMP00666|len74
DRAMP00667|len63	DRAMP00667|len63
DRAMP00668|len61	DRAMP00668|len61
DRAMP00670|len70	DRAMP00670|len70
DRAMP00670|len70	DRAMP00669|len69
DRAMP00671|len60	DRAMP00671|len60
DRAMP00671|len60	DRAMP00672|len61
DRAMP00674|len74	DRAMP00674|len74
DRAMP00674|len74	DRAMP00673|len73
DRAMP00675|len64	DRAMP00675|len64
DRAMP00676|len75	DRAMP00676|len75
DRAMP00676|len75	DRAMP00677|len74
DRAMP00676|len75	DRAMP00678|len75
DRAMP00679|len85	DRAMP00679|len85
DRAMP00680|len71	DRAMP00680|len71
DRAMP00681|len64	DRAMP00681|len64
DRAMP00684|len71	DRAMP00684|len71
DRAMP00684|len71	DRAMP00683|len73
DRAMP00684|len71	DRAMP00685|len68
DRAMP00684|len71	DRAMP00682|len73
DRAMP00686|len66	DRAMP00686|len66
DRAMP00688|len68	DRAMP00688|len68
DRAMP00688|len68	DRAMP00687|len65
DRAMP00689|len78	DRAMP00689|len78
DRAMP00690|len69	DRAMP00690|len69
DRAMP00691|len56	DRAMP00691|len56
DRAMP00692|len63	DRAMP00692|len63
DRAMP00694|len60	DRAMP00694|len60
DRAMP00694|len60	DRAMP00693|len58
DRAMP00695|len61	DRAMP00695|len61
DRAMP00696|len95	DRAMP00696|len95
DRAMP00697|len69	DRAMP00697|len69
DRAMP00697|len69	DRAMP00698|len70
DRAMP00699|len62	DRAMP00699|len62
DRAMP00700|len55	DRAMP00700|len55
DRAMP00701|len65	DRAMP00701|len65
DRAMP00702|len79	DRAMP00702|len79
DRAMP00703|len55	DRAMP00703|len55
DRAMP00704|len66	DRAMP00704|len66
DRAMP00705|len50	DRAMP00705|len50
DRAMP00705|len50	DRAMP00706|len52
DRAMP00707|len55	DRAMP00707|len55
DRAMP00708|len56	DRAMP00708|len56
DRAMP00709|len59	DRAMP00709|len59
DRAMP00710|len56	DRAMP00710|len56
DRAMP00711|len49	DRAMP00711|len49
DRAMP00713|len46	DRAMP00713|len46
DRAMP00713|len46	DRAMP00712|len48
DRAMP00714|len47	DRAMP00714|len47
DRAMP00715|len55	DRAMP00715|len55
DRAMP00716|len68	DRAMP00716|len68
DRAMP00717|len69	DRAMP00717|len69
DRAMP00718|len74	DRAMP00718|len74
DRAMP00719|len48	DRAMP00719|len48
DRAMP00720|len54	DRAMP00720|len54
DRAMP00721|len57	DRAMP00721|len57
DRAMP00722|len74	DRAMP00722|len74
DRAMP00723|len51	DRAMP00723|len51
DRAMP00726|len66	DRAMP00726|len66
DRAMP00726|len66	DRAMP00725|len64
DRAMP00726|len66	DRAMP00724|len71
DRAMP00728|len82	DRAMP00728|len82
DRAMP00728|len82	DRAMP00727|len83
DRAMP00729|len73	DRAMP00729|len73
DRAMP00730|len73	DRAMP00730|len73
DRAMP00731|len57	DRAMP00731|len57
DRAMP00732|len46	DRAMP00732|len46
DRAMP00733|len68	DRAMP00733|len68
DRAMP00734|len72	DRAMP00734|len72
DRAMP00734|len72	DRAMP00736|len79
DRAMP00735|len77	DRAMP00735|len77
DRAMP00738|len60	DRAMP00738|len60
DRAMP00738|len60	DRAMP00737|len59
DRAMP00739|len57	DRAMP00739|len57
DRAMP00740|len50	DRAMP00740|len50
DRAMP00741|len82	DRAMP00741|len82
DRAMP00742|len63	DRAMP00742|len63
DRAMP00743|len49	DRAMP00743|len49
DRAMP00744|len88	DRAMP00744|len88
DRAMP00747|len80	DRAMP00747|len80
DRAMP00747|len80	DRAMP00438|len81
DRAMP00748|len54	DRAMP00748|len54
DRAMP00750|len20	DRAMP00750|len20
DRAMP00753|len23	DRAMP00753|len23
DRAMP00760|len45	DRAMP00760|len45
DRAMP00769|len29	DRAMP00769|len29
DRAMP00769|len29	DRAMP00767|len29
DRAMP00769|len29	DRAMP00762|len30
DRAMP00769|len29	DRAMP00856|len29
DRAMP00769|len29	DRAMP00763|len29
DRAMP00769|len29	DRAMP00831|len30
DRAMP00769|len29	DRAMP00876|len30
DRAMP00769|len29	DRAMP33461|len29
DRAMP00769|len29	DRAMP33462|len29
DRAMP00769|len29	DRAMP33463|len29
DRAMP00769|len29	DRAMP33464|len29
DRAMP00769|len29	DRAMP33465|len29
DRAMP00769|len29	DRAMP33466|len30
DRAMP00769|len29	DRAMP36065|len30
DRAMP00770|len29	DRAMP00770|len29
DRAMP00770|len29	DRAMP00800|len28
DRAMP18326|len36	DRAMP18326|len36
DRAMP18325|len25	DRAMP18325|len25
DRAMP00797|len29	DRAMP00797|len29
DRAMP00797|len29	DRAMP00385|len28
DRAMP00797|len29	DRAMP34531|len29
DRAMP00797|len29	DRAMP00796|len30
DRAMP00797|len29	DRAMP32050|len29
DRAMP00797|len29	DRAMP34915|len30
DRAMP00797|len29	DRAMP36064|len29
DRAMP00803|len37	DRAMP00803|len37
DRAMP18324|len22	DRAMP18324|len22
DRAMP18324|len22	DRAMP31953|len22
DRAMP18324|len22	DRAMP31954|len22
DRAMP00830|len29	DRAMP00830|len29
DRAMP00830|len29	DRAMP00338|len28
DRAMP00830|len29	DRAMP00771|len28
DRAMP00830|len29	DRAMP00799|len31
DRAMP00830|len29	DRAMP00337|len29
DRAMP00830|len29	DRAMP00795|len30
DRAMP00830|len29	DRAMP00798|len30
DRAMP00830|len29	DRAMP00877|len30
DRAMP00830|len29	DRAMP00878|len31
DRAMP00830|len29	DRAMP00393|len28
DRAMP00830|len29	DRAMP00395|len30
DRAMP00830|len29	DRAMP00802|len30
DRAMP00830|len29	DRAMP00829|len30
DRAMP00830|len29	DRAMP00882|len29
DRAMP00830|len29	DRAMP36037|len31
DRAMP00832|len30	DRAMP00832|len30
DRAMP00832|len30	DRAMP01018|len31
DRAMP00832|len30	DRAMP00768|len32
DRAMP00832|len30	DRAMP00837|len30
DRAMP00832|len30	DRAMP00836|len30
DRAMP00832|len30	DRAMP00875|len31
DRAMP00832|len30	DRAMP00879|len30
DRAMP00832|len30	DRAMP00336|len28
DRAMP00832|len30	DRAMP00801|len30
DRAMP00832|len30	DRAMP00927|len31
DRAMP00832|len30	DRAMP00928|len31
DRAMP00832|len30	DRAMP00881|len30
DRAMP00832|len30	DRAMP00880|len31
DRAMP00926|len27	DRAMP00926|len27
DRAMP00926|len27	DRAMP00833|len33
DRAMP00926|len27	DRAMP00834|len33
DRAMP00926|len27	DRAMP00835|len33
DRAMP00926|len27	DRAMP00863|len31
DRAMP00938|len20	DRAMP00938|len20
DRAMP00962|len20	DRAMP00962|len20
DRAMP18321|len51	DRAMP18321|len51
DRAMP18321|len51	DRAMP00257|len51
DRAMP00968|len46	DRAMP00968|len46
DRAMP00968|len46	DRAMP00937|len46
DRAMP00968|len46	DRAMP04440|len46
DRAMP00968|len46	DRAMP04441|len46
DRAMP00968|len46	DRAMP36104|len39
DRAMP00968|len46	DRAMP00951|len46
DRAMP00968|len46	DRAMP00952|len46
DRAMP00968|len46	DRAMP00954|len46
DRAMP00968|len46	DRAMP00955|len46
DRAMP00968|len46	DRAMP36097|len39
DRAMP00968|len46	DRAMP36098|len39
DRAMP00968|len46	DRAMP36099|len39
DRAMP00968|len46	DRAMP36100|len39
DRAMP00968|len46	DRAMP36101|len39
DRAMP00968|len46	DRAMP36102|len39
DRAMP00968|len46	DRAMP36103|len39
DRAMP00968|len46	DRAMP00957|len44
DRAMP00968|len46	DRAMP00970|len45
DRAMP00968|len46	DRAMP00969|len45
DRAMP00968|len46	DRAMP04442|len46
DRAMP00968|len46	DRAMP04443|len46
DRAMP00968|len46	DRAMP00958|len45
DRAMP00968|len46	DRAMP04444|len45
DRAMP00977|len30	DRAMP00977|len30
DRAMP00977|len30	DRAMP00976|len29
DRAMP00977|len30	DRAMP00984|len30
DRAMP00977|len30	DRAMP00381|len30
DRAMP00979|len41	DRAMP00979|len41
DRAMP00979|len41	DRAMP00978|len41
DRAMP00979|len41	DRAMP00981|len45
DRAMP00979|len41	DRAMP00980|len44
DRAMP00979|len41	DRAMP01021|len43
DRAMP00989|len43	DRAMP00989|len43
DRAMP00989|len43	DRAMP00985|len41
DRAMP00989|len43	DRAMP00986|len40
DRAMP00989|len43	DRAMP00991|len45
DRAMP00989|len43	DRAMP00983|len40
DRAMP00989|len43	DRAMP00982|len40
DRAMP00989|len43	DRAMP00988|len45
DRAMP00989|len43	DRAMP00987|len45
DRAMP00989|len43	DRAMP00993|len40
DRAMP00997|len20	DRAMP00997|len20
DRAMP00997|len20	DRAMP00994|len20
DRAMP00997|len20	DRAMP00995|len20
DRAMP00997|len20	DRAMP00996|len20
DRAMP00998|len33	DRAMP00998|len33
DRAMP00998|len33	DRAMP00387|len37
DRAMP00999|len40	DRAMP00999|len40
DRAMP00999|len40	DRAMP18496|len42
DRAMP01000|len7	DRAMP01000|len7
DRAMP01001|len20	DRAMP01001|len20
DRAMP01002|len27	DRAMP01002|len27
DRAMP01003|len10	DRAMP01003|len10
DRAMP01005|len20	DRAMP01005|len20
DRAMP01006|len20	DRAMP01006|len20
DRAMP01008|len10	DRAMP01008|len10
DRAMP01009|len10	DRAMP01009|len10
DRAMP01010|len20	DRAMP01010|len20
DRAMP01010|len20	DRAMP01013|len21
DRAMP01011|len47	DRAMP01011|len47
DRAMP01011|len47	DRAMP01019|len47
DRAMP01011|len47	DRAMP01044|len47
DRAMP01011|len47	DRAMP04073|len47
DRAMP01011|len47	DRAMP00290|len47
DRAMP01011|len47	DRAMP00437|len47
DRAMP01011|len47	DRAMP00399|len46
DRAMP01011|len47	DRAMP00436|len46
DRAMP01023|len44	DRAMP01023|len44
DRAMP01023|len44	DRAMP01022|len44
DRAMP01025|len49	DRAMP01025|len49
DRAMP01025|len49	DRAMP00865|len49
DRAMP01029|len47	DRAMP01029|len47
DRAMP01029|len47	DRAMP01030|len45
DRAMP01029|len47	DRAMP01034|len47
DRAMP01029|len47	DRAMP01035|len45
DRAMP01029|len47	DRAMP01039|len47
DRAMP01029|len47	DRAMP01040|len45
DRAMP01031|len35	DRAMP01031|len35
DRAMP01031|len35	DRAMP01036|len35
DRAMP01031|len35	DRAMP01041|len35
DRAMP01032|len41	DRAMP01032|len41
DRAMP01032|len41	DRAMP01026|len41
DRAMP01032|len41	DRAMP01037|len41
DRAMP01033|len67	DRAMP01033|len67
DRAMP01033|len67	DRAMP01027|len68
DRAMP01033|len67	DRAMP01028|len67
DRAMP01033|len67	DRAMP01038|len67
DRAMP01043|len47	DRAMP01043|len47
DRAMP01046|len28	DRAMP01046|len28
DRAMP01047|len38	DRAMP01047|len38
DRAMP01048|len71	DRAMP01048|len71
DRAMP01049|len51	DRAMP01049|len51
DRAMP01049|len51	DRAMP01050|len49
DRAMP01053|len17	DRAMP01053|len17
DRAMP01054|len101	DRAMP01054|len101
DRAMP01059|len19	DRAMP01059|len19
DRAMP01060|len20	DRAMP01060|len20
DRAMP01062|len17	DRAMP01062|len17
DRAMP01065|len15	DRAMP01065|len15
DRAMP01067|len10	DRAMP01067|len10
DRAMP01071|len93	DRAMP01071|len93
DRAMP01071|len93	DRAMP00347|len93
DRAMP01071|len93	DRAMP00362|len93
DRAMP01071|len93	DRAMP01072|len93
DRAMP01071|len93	DRAMP01077|len92
DRAMP01071|len93	DRAMP01078|len93
DRAMP01071|len93	DRAMP04438|len92
DRAMP01071|len93	DRAMP01070|len90
DRAMP01071|len93	DRAMP00346|len90
DRAMP01071|len93	DRAMP00348|len90
DRAMP01071|len93	DRAMP01073|len90
DRAMP01071|len93	DRAMP01074|len90
DRAMP01071|len93	DRAMP01075|len90
DRAMP01071|len93	DRAMP01076|len90
DRAMP01071|len93	DRAMP01079|len90
DRAMP01071|len93	DRAMP00363|len93
DRAMP01071|len93	DRAMP00364|len93
DRAMP01071|len93	DRAMP00365|len92
DRAMP01071|len93	DRAMP00366|len93
DRAMP01071|len93	DRAMP00367|len92
DRAMP01071|len93	DRAMP00368|len92
DRAMP01071|len93	DRAMP01007|len91
DRAMP01071|len93	DRAMP01080|len92
DRAMP01071|len93	DRAMP00372|len93
DRAMP01071|len93	DRAMP01024|len90
DRAMP01071|len93	DRAMP01068|len91
DRAMP01071|len93	DRAMP03501|len91
DRAMP01071|len93	DRAMP04491|len93
DRAMP01071|len93	DRAMP00369|len91
DRAMP01071|len93	DRAMP01045|len91
DRAMP01093|len18	DRAMP01093|len18
DRAMP01093|len18	DRAMP01136|len20
DRAMP01099|len25	DRAMP01099|len25
DRAMP01099|len25	DRAMP01096|len27
DRAMP01099|len25	DRAMP01098|len25
DRAMP01099|len25	DRAMP01164|len24
DRAMP01099|len25	DRAMP01095|len27
DRAMP01099|len25	DRAMP01112|len27
DRAMP01099|len25	DRAMP01116|len27
DRAMP01099|len25	DRAMP01118|len25
DRAMP01099|len25	DRAMP01119|len25
DRAMP01099|len25	DRAMP01122|len27
DRAMP01099|len25	DRAMP01110|len27
DRAMP01099|len25	DRAMP01097|len27
DRAMP01099|len25	DRAMP01100|len27
DRAMP01099|len25	DRAMP21104|len27
DRAMP01142|len19	DRAMP01142|len19
DRAMP01142|len19	DRAMP01140|len19
DRAMP01142|len19	DRAMP01139|len19
DRAMP01142|len19	DRAMP01141|len19
DRAMP01142|len19	DRAMP01143|len19
DRAMP01142|len19	DRAMP01146|len19
DRAMP01142|len19	DRAMP01145|len19
DRAMP01149|len17	DRAMP01149|len17
DRAMP01149|len17	DRAMP01147|len17
DRAMP01149|len17	DRAMP01148|len17
DRAMP01150|len17	DRAMP01150|len17
DRAMP01150|len17	DRAMP01151|len17
DRAMP01156|len17	DRAMP01156|len17
DRAMP01157|len17	DRAMP01157|len17
DRAMP01161|len13	DRAMP01161|len13
DRAMP01166|len15	DRAMP01166|len15
DRAMP01169|len22	DRAMP01169|len22
DRAMP01172|len22	DRAMP01172|len22
DRAMP01173|len21	DRAMP01173|len21
DRAMP01175|len21	DRAMP01175|len21
DRAMP01175|len21	DRAMP01180|len25
DRAMP01175|len21	DRAMP01171|len25
DRAMP01175|len21	DRAMP01179|len25
DRAMP01175|len21	DRAMP01181|len25
DRAMP01186|len34	DRAMP01186|len34
DRAMP01193|len14	DRAMP01193|len14
DRAMP01196|len21	DRAMP01196|len21
DRAMP01197|len17	DRAMP01197|len17
DRAMP01198|len15	DRAMP01198|len15
DRAMP01205|len13	DRAMP01205|len13
DRAMP01206|len13	DRAMP01206|len13
DRAMP01207|len23	DRAMP01207|len23
DRAMP01216|len20	DRAMP01216|len20
DRAMP01216|len20	DRAMP01214|len20
DRAMP01216|len20	DRAMP01215|len20
DRAMP01216|len20	DRAMP01217|len20
DRAMP18320|len31	DRAMP18320|len31
DRAMP18320|len31	DRAMP18357|len30
